batch_id,species,volume,treenumb,canopy_top,canopy_bottom,branchper30,maxbranchradius,leafarea1,leafarea2,leafarea3,leafmass1,leafmass2,leafmass3
ANS_35,acer_negundo_sensation,35,1,289.8,106,8,72,16.8,11.5,24.5,,,
ANS_35,acer_negundo_sensation,35,2,273.4,105,7,77,29.2,35.5,28.8,,,
ANS_35,acer_negundo_sensation,35,3,281.5,108,8,60,22.5,16.5,20,,,
ANS_35,acer_negundo_sensation,35,4,292.5,108,7,52,18.9,27.3,20.5,,,
ANS_35,acer_negundo_sensation,35,5,265.5,105,6,46,17.6,22.9,29.2,,,
ANS_35,acer_negundo_sensation,35,6,273.7,107,7,52,16.1,12.5,14.4,,,
ANS_35,acer_negundo_sensation,35,7,250.3,111,6,66,31.4,36.5,28.2,,,
ANS_35,acer_negundo_sensation,35,8,271.6,110,8,62,17.6,14.1,16.1,,,
ANS_35,acer_negundo_sensation,35,9,250.4,103,6,72,20.4,22.2,12.1,,,
ANS_35,acer_negundo_sensation,35,10,267.4,118,6,78,30.1,18.8,24.2,,,
ANS_75,acer_negundo_sensation,75,1,265.7,100,3,67,15.5,18.8,25.2,,,
ANS_75,acer_negundo_sensation,75,2,297.7,110,6,67,19.7,27.1,23,,,
ANS_75,acer_negundo_sensation,75,3,330.1,98,8,58,38.5,22.4,29.2,,,
ANS_75,acer_negundo_sensation,75,4,281.5,104,5,85,17.7,25.5,19.9,,,
ANS_75,acer_negundo_sensation,75,5,333,104,6,88,16.6,12.6,17.1,,,
ANS_75,acer_negundo_sensation,75,6,307.5,103,5,94,28,38.2,23,,,
ANS_75,acer_negundo_sensation,75,7,308,107,4,63,21.5,25.4,24.4,,,
ANS_75,acer_negundo_sensation,75,8,306,113,8,58,38.9,30,25.1,,,
ANS_75,acer_negundo_sensation,75,9,313.3,118,6,67,23.1,33.6,29.7,,,
ANS_75,acer_negundo_sensation,75,10,313.9,121,6,64,23,25.3,29.7,,,
APC_35,acer_platanoides_crimsonsentry,35,1,302,18,8,32,,,,,,
APC_35,acer_platanoides_crimsonsentry,35,2,250.3,31,6,26,,,,,,
APC_35,acer_platanoides_crimsonsentry,35,3,288.5,27,4,27,,,,,,
APC_35,acer_platanoides_crimsonsentry,35,4,270,39,7,28,,,,,,
APC_35,acer_platanoides_crimsonsentry,35,5,299.7,38,5,27,,,,,,
ARO_45,acer_rubrum_octoberglory,45,1,335.4,100,3,115,20.4,34.3,22.6,0.077,0.131,0.092
ARO_45,acer_rubrum_octoberglory,45,2,328.3,108,5,87,34.9,29.3,29.2,0.123,0.117,0.112
ARO_45,acer_rubrum_octoberglory,45,3,325,105,10,112,33.6,36.9,26.7,0.139,0.151,0.092
ARO_45,acer_rubrum_octoberglory,45,4,331.5,106,8,91,26.3,28.2,37.7,0.108,0.094,0.14
ARO_45,acer_rubrum_octoberglory,45,5,321.1,104,5,89,40.5,23.2,29.9,0.175,0.088,0.126
ARO_45,acer_rubrum_octoberglory,45,6,337,109,8,100,35,42.1,31.6,0.165,0.196,0.156
ARO_45,acer_rubrum_octoberglory,45,7,317.2,104,7,92,33.2,35,29.1,0.147,0.147,0.124
ARO_45,acer_rubrum_octoberglory,45,8,327.2,106,7,105,32.6,29.2,20.7,0.138,0.107,0.102
ARO_45,acer_rubrum_octoberglory,45,9,331.3,103,7,100,38.4,47.2,45.9,0.148,0.193,0.191
ARO_45,acer_rubrum_octoberglory,45,10,327.6,107,7,106,36.6,48.5,26.7,0.083,0.191,0.099
AF_35,acer_x_freemanii,35,1,299.7,113,4,46,33,27.7,22.6,,,
AF_35,acer_x_freemanii,35,2,317.5,124,5,63,25.7,81.3,28.2,,,
AF_35,acer_x_freemanii,35,3,288.8,110,5,52,25.1,23.9,37.4,,,
AF_35,acer_x_freemanii,35,4,309.4,100,6,68,16.6,30.6,17.9,,,
AF_35,acer_x_freemanii,35,5,337.5,93,5,57,43.6,19.2,46.5,,,
AF_35,acer_x_freemanii,35,6,343.3,113,4,34,53.5,37.8,33.4,,,
AF_35,acer_x_freemanii,35,7,306.7,126,6,48,37.4,22.6,25.2,,,
AF_35,acer_x_freemanii,35,8,335,108,4,48,28.3,30.9,20.8,,,
AF_35,acer_x_freemanii,35,9,324,105,3,68,39.2,29.8,40,,,
AF_35,acer_x_freemanii,35,10,345.8,114,5,49,62.5,25.4,58.2,,,
